file,mode,key,old,new,unit,status,context
data/observations2/contact/contact-07.json,contact-07-em03,1,9,10,degrees,replaced," flight to the level expected at this stage, with the wander reaching about 9 degrees, near the upper part of the tolerance, due to residual yaw after a po"
data/observations2/contact/contact-07.json,contact-07-em04,1,9,10,degrees,replaced,"urns to the level expected at this stage, with the variation reaching about 9 degrees, near the upper part of the tolerance, due to large aileron inputs be"
data/observations2/contact/contact-07.json,contact-07-em07,1,4,5,knots,replaced,"t to the level expected at this stage, with the airspeed narrowing to about 4 knots slow of the target, near the upper part of the tolerance, due to the "
data/observations2/contact/contact-07.json,contact-07-tm01,1,9,10,degrees,replaced,"eron to the level expected at this stage, with the deviation reaching about 9 degrees, near the upper part of the tolerance, due to rudder being applied a "
data/observations2/contact/contact-07.json,contact-07-tm02,1,9,10,degrees,replaced," level expected at this stage, with the nose track deviation reaching about 9 degrees, near the upper part of the tolerance, due to rudder being applied on"
data/observations2/contact/contact-07.json,contact-07-tm03,3,110,150,feet,replaced,"hile adding power and back pressure together, holding altitude within about 110 feet, monitoring the angle of attack as it increased and rolling out of th"
data/observations2/contact/contact-07.json,contact-07-tm03,1,280,300,feet,replaced," together to the level expected at this stage, with altitude reaching about 280 feet and airspeed about 4 knots slow, near the upper part of both toleranc"
data/observations2/contact/contact-07.json,contact-07-tm03,1,4,5,knots,replaced,"ted at this stage, with altitude reaching about 280 feet and airspeed about 4 knots slow, near the upper part of both tolerances, due to back pressure be"
data/observations2/contact/contact-07.json,contact-07-tm04,3,110,150,feet,replaced,"tion of the rapid angle of attack increase, altitude contained within about 110 feet, identifying the effect of an abrupt flare on the sink rate, due to t"
data/observations2/contact/contact-07.json,contact-07-tm04,1,280,300,feet,replaced," increase to the level expected at this stage, with altitude reaching about 280 feet and airspeed about 4 knots slow, near the upper part of both toleranc"
data/observations2/contact/contact-07.json,contact-07-tm04,1,4,5,knots,replaced,"ted at this stage, with altitude reaching about 280 feet and airspeed about 4 knots slow, near the upper part of both tolerances, due to the release bein"
data/observations2/contact/contact-07.json,contact-07-tm05,3,110,150,feet,replaced,"d increased pitch attitude as they retracted, holding altitude within about 110 feet, recognizing the angle of attack increase as the flaps reached UP and"
data/observations2/contact/contact-07.json,contact-07-tm05,1,280,300,feet,replaced,"retracted to the level expected at this stage, with altitude reaching about 280 feet, near the upper part of the tolerance, due to the pitch increase bein"
data/observations2/contact/contact-07.json,contact-07-tm06,3,110,150,feet,replaced,"ore adding more, bank held within about 4 degrees and altitude within about 110 feet with no oscillation, due to one input being a shade quicker than the "
data/observations2/contact/contact-07.json,contact-07-tm07,3,3,,knots,skip-ambiguous: at-3 number must BE C3 (spec 5.9) target=ambiguous(0/5),"e, altitude held within about 110 feet and airspeed within about plus 3 knots during the recoveries, applying this method only within slow flight a"
data/observations2/contact/contact-07.json,contact-07-tm07,3,110,150,feet,replaced,"owering flaps or decreasing bank as appropriate, altitude held within about 110 feet and airspeed within about plus 3 knots during the recoveries, applyin"
data/observations2/contact/contact-07.json,contact-07-tm07,1,280,300,feet,replaced,"caused it to the level expected at this stage, with altitude reaching about 280 feet, near the upper part of the tolerance, due to the causing condition b"
data/observations2/contact/contact-08.json,contact-08-em01,3,110,150,feet,replaced," before the stall and kept the total excursion of the maneuver within about 110 feet, monitoring the altimeter throughout the recovery and reporting the a"
data/observations2/contact/contact-08.json,contact-08-em01,1,280,300,feet,replaced,"very to the level expected at this stage, with the excursion reaching about 280 feet below the entry altitude, near the upper part of the tolerance, due t"
data/observations2/contact/contact-08.json,contact-08-em02,3,8,10,knots,replaced,"P set and maintained the entry airspeed and kept the deviation within about 8 knots throughout the entry, the recovery and the level off, power coordinat"
data/observations2/contact/contact-08.json,contact-08-em02,1,19,20,knots,replaced,"very to the level expected at this stage, with the deviation reaching about 19 knots, near the upper part of the tolerance, due to power not being coordin"
data/observations2/contact/contact-08.json,contact-08-em03,3,4,5,degrees,replaced,"e yaw under control with timely rudder at the stall and exited within about 4 degrees of the entry heading on each repetition, the heading indicator includ"
data/observations2/contact/contact-08.json,contact-08-em03,1,9,10,degrees,replaced,"ding to the level expected at this stage, with the deviation reaching about 9 degrees, near the upper part of the tolerance, due to the heading indicator b"
data/observations2/contact/contact-08.json,contact-08-em04,3,110,150,feet,skip-between,"ttitude and bank called in the briefing, entry parameters held within about 110 feet and 8 knots, due to one small bank correction being applied a beat af"
data/observations2/contact/contact-08.json,contact-08-em04,3,8,10,knots,replaced,"lled in the briefing, entry parameters held within about 110 feet and 8 knots, due to one small bank correction being applied a beat after it was n"
data/observations2/contact/contact-08.json,contact-08-em06,3,110,150,feet,replaced,"elay, the stall broken immediately with the altitude loss held within about 110 feet, identifying and calling the indication that triggered the recovery, "
data/observations2/contact/contact-08.json,contact-08-em06,1,280,300,feet,replaced," to the level expected at this stage, with the altitude loss reaching about 280 feet, near the upper part of the tolerance, due to a short pause at the bu"
data/observations2/contact/contact-08.json,contact-08-em07,3,110,150,feet,replaced,"ltitude loss possible for the maneuver, keeping the total loss within about 110 feet, the pitch reversal started as soon as the stall was broken and progr"
data/observations2/contact/contact-08.json,contact-08-em07,1,280,300,feet,replaced,"ver to the level expected at this stage, with the total loss reaching about 280 feet, near the upper part of the tolerance, due to the pitch reversal bein"
data/observations2/contact/contact-08.json,contact-08-em08,3,110,150,feet,replaced,"with the buffet fully cleared and the total altitude loss held within about 110 feet, monitoring the airspeed against the attitude throughout the level of"
data/observations2/contact/contact-08.json,contact-08-em08,1,280,300,feet,replaced,"e level expected at this stage, with the total altitude loss reaching about 280 feet, near the upper part of the tolerance, due to the aircraft being brou"
data/observations2/contact/contact-08.json,contact-08-tm01,3,110,150,feet,replaced,"oken before the roll input and the total altitude loss staying within about 110 feet, calling the actions as they were applied, due to the roll trailing t"
data/observations2/contact/contact-08.json,contact-08-tm01,1,280,300,feet,replaced," to the level expected at this stage, with the altitude loss reaching about 280 feet, near the upper part of the tolerance, due to the roll to wings level"
data/observations2/contact/contact-08.json,contact-08-tm02,3,8,10,knots,replaced,"ntries so flying airspeed was regained with the deviation kept within about 8 knots, the stall broken cleanly at each entry attitude with the recovery co"
data/observations2/contact/contact-08.json,contact-08-tm02,1,19,20,knots,replaced,"o the level expected at this stage, with the airspeed margin reaching about 19 knots low, near the upper part of the tolerance, due to the pitch reduction"
data/observations2/contact/contact-08.json,contact-08-tm03,3,110,150,feet,replaced,"e track increasing continuously with the altitude loss staying within about 110 feet on every repetition, due to the pressure sitting a shade toward the u"
data/observations2/contact/contact-08.json,contact-08-tm03,1,280,300,feet,replaced," to the level expected at this stage, with the altitude loss reaching about 280 feet, near the upper part of the tolerance, due to the back pressure throu"
data/observations2/contact/contact-08.json,contact-08-tm04,3,8,10,knots,replaced,"lerate towards cruise airspeed, keeping the airspeed deviation within about 8 knots, the picture established directly with no excessive nose-high attitud"
data/observations2/contact/contact-08.json,contact-08-tm04,1,19,20,knots,replaced,"o the level expected at this stage, with the airspeed margin reaching about 19 knots low, near the upper part of the tolerance, due to the pitch attitude "
data/observations2/contact/contact-08.json,contact-08-tm05,3,110,150,feet,replaced," it, the wings levelled promptly and the altitude loss staying within about 110 feet on every recovery, due to one glance being a shade longer than the ot"
data/observations2/contact/contact-08.json,contact-08-tm05,1,280,300,feet,replaced," to the level expected at this stage, with the altitude loss reaching about 280 feet, near the upper part of the tolerance, due to a look at the AOA indic"
data/observations2/contact/contact-08.json,contact-08-tm06,3,110,150,feet,replaced,"nd attained a positive climb with the total altitude loss kept within about 110 feet, the maneuver called complete only when the altimeter showed increasi"
data/observations2/contact/contact-08.json,contact-08-tm06,1,280,300,feet,replaced," to the level expected at this stage, with the altitude loss reaching about 280 feet, near the upper part of the tolerance, due to the back pressure neede"
data/observations2/contact/contact-08.json,contact-08-tm07,3,8,10,knots,replaced,"ured, regaining the target glide speed with the deviation kept within about 8 knots, the nose held on the reference until the airspeed was fully back, du"
data/observations2/contact/contact-08.json,contact-08-tm07,1,19,20,knots,replaced,"o the level expected at this stage, with the airspeed margin reaching about 19 knots below the target glide value, near the upper part of the tolerance, d"
data/observations2/contact/contact-08.json,contact-08-tm08,3,4,5,degrees,replaced,"itude for each ELP stall recovery, holding the resulting track within about 4 degrees of the required one, the bank kept steady and the recovery picture fl"
data/observations2/contact/contact-08.json,contact-08-tm08,1,9,10,degrees,replaced,"level expected at this stage, with the resulting track error reaching about 9 degrees, near the upper part of the tolerance, due to the bank being reduced "
data/observations2/contact/contact-09.json,contact-09-em01,3,110,150,feet,replaced," accurate pitch input at the break and held the entry altitude within about 110 feet, the excursion identified immediately on the altimeter and corrected "
data/observations2/contact/contact-09.json,contact-09-em01,1,280,300,feet,replaced,"he level expected at this stage, with the altitude excursion reaching about 280 feet, near the upper part of the tolerance, due to the pitch input at the "
data/observations2/contact/contact-09.json,contact-09-em02,3,110,150,feet,replaced,"haracteristics immediately and recovered with an altitude loss inside about 110 feet, pitch and power applied together with the descent arrested promptly,"
